enc_class	enc_method	exp	kind	class	method	param	index	uri
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#Common.getPrimes#$@$#METHOD	com.rmd.personal.projecteuler.Common	getPrimes()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Common.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList().add#$@$#METHOD	java.util.List	add(E)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#Main()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#getProblemList()#$@$#this.problemList#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	problemList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#getProblemList()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#main(java.lang.String[])#$@$#(new Main()).run#$@$#METHOD	com.rmd.personal.projecteuler.Main	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#this.getProblemList#$@$#METHOD	com.rmd.personal.projecteuler.Main	getProblemList()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.Main	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Main.java
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#problem.getClass().getSimpleName().substring#$@$#METHOD	java.lang.String	substring(int)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#problem.getClass().getSimpleName#$@$#METHOD	java.lang.Class	getSimpleName()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#problem.getClass#$@$#METHOD	java.lang.Object	getClass()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#problem.getDescription#$@$#METHOD	com.rmd.personal.projecteuler.Problem	getDescription()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Problem.java
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#problem.run#$@$#METHOD	com.rmd.personal.projecteuler.Problem	run()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/Problem.java
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#endTime.getTime#$@$#METHOD	java.util.Date	getTime()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#startTime.getTime#$@$#METHOD	java.util.Date	getTime()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println()	null	null	null
com.rmd.personal.projecteuler.Main#$@$#run()#$@$#java.lang.System.out#$@$#FIELD	java.lang.System	null	out	null	null
com.rmd.personal.projecteuler.P047#$@$#P047()#$@$#this.setDistinctPrimeFactorCount#$@$#METHOD	com.rmd.personal.projecteuler.P047	setDistinctPrimeFactorCount(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#P047()#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.P047	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#P047()#$@$#com.rmd.personal.projecteuler.P047.DEFAULT_DISTINCT_PRIME_FACTOR_COUNT#$@$#FIELD	com.rmd.personal.projecteuler.P047	null	DEFAULT_DISTINCT_PRIME_FACTOR_COUNT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#getDistinctPrimeFactorCount()#$@$#distinctPrimeFactorCount#$@$#FIELD	com.rmd.personal.projecteuler.P047	null	distinctPrimeFactorCount	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#setDistinctPrimeFactorCount(int)#$@$#this.distinctPrimeFactorCount#$@$#FIELD	com.rmd.personal.projecteuler.P047	null	distinctPrimeFactorCount	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#setDistinctPrimeFactorCount(int)#$@$#this#$@$#FIELD	com.rmd.personal.projecteuler.P047	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#setDistinctPrimeFactorCount(int)#$@$#distinctPrimeFactorCount#$@$#PARAMETER	com.rmd.personal.projecteuler.P047	setDistinctPrimeFactorCount(int)	distinctPrimeFactorCount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
com.rmd.personal.projecteuler.P047#$@$#run()#$@$#this.getDistinctPrimeFactorCount#$@$#METHOD	com.rmd.personal.projecteuler.P047	getDistinctPrimeFactorCount()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url8e6440c8aa_robdimsdale_project_euler_tgz-pJ8-com_rmd_personal_projecteuler_MainJ8/src/com/rmd/personal/projecteuler/P047.java
