enc_class	enc_method	exp	kind	class	method	param	index	uri
es.dagaren.gladiator.main.Main#$@$#main(java.lang.String[])#$@$#args.length#$@$#FIELD	Array	null	length	null	null
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Colour.coloursNames#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	coloursNames	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#index#$@$#PARAMETER	es.dagaren.gladiator.representation.Colour	Colour(int,java.lang.String)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#name#$@$#PARAMETER	es.dagaren.gladiator.representation.Colour	Colour(int,java.lang.String)	name	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#coloursMap.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Colour.coloursMap#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	coloursMap	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#name#$@$#PARAMETER	es.dagaren.gladiator.representation.Colour	Colour(int,java.lang.String)	name	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#Colour(int,java.lang.String)#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#opposite()#$@$#this.index#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#opposite()#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#opposite()#$@$#es.dagaren.gladiator.representation.Colour.BLACK#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	BLACK	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#opposite()#$@$#es.dagaren.gladiator.representation.Colour.WHITE#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	WHITE	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#valueOf(java.lang.String)#$@$#coloursMap.containsKey#$@$#METHOD	java.util.Map	containsKey(java.lang.Object)	null	null	null
es.dagaren.gladiator.representation.Colour#$@$#valueOf(java.lang.String)#$@$#es.dagaren.gladiator.representation.Colour.coloursMap#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	coloursMap	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#valueOf(java.lang.String)#$@$#name#$@$#PARAMETER	es.dagaren.gladiator.representation.Colour	valueOf(java.lang.String)	name	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#valueOf(java.lang.String)#$@$#coloursMap.get#$@$#METHOD	java.util.Map	get(java.lang.Object)	null	null	null
es.dagaren.gladiator.representation.Colour#$@$#valueOf(java.lang.String)#$@$#es.dagaren.gladiator.representation.Colour.coloursMap#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	coloursMap	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#valueOf(java.lang.String)#$@$#name#$@$#PARAMETER	es.dagaren.gladiator.representation.Colour	valueOf(java.lang.String)	name	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#name()#$@$#es.dagaren.gladiator.representation.Colour.coloursNames#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	coloursNames	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#name()#$@$#this.index#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#name()#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Colour	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Colour#$@$#toString()#$@$#name#$@$#METHOD	es.dagaren.gladiator.representation.Colour	name()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Colour.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#this.index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#index#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squares#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squares	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squares#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squares	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squaresMirror#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squaresMirror	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squaresNames#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squaresNames	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squaresMap#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squaresMap	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squares#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squares	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#index#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squaresMirror#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squaresMirror	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#index#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#index#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squaresNames#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squaresNames	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#index#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#name#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	name	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#squaresMap.put#$@$#METHOD	java.util.Map	put(K,V)	null	null	null
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#es.dagaren.gladiator.representation.Square.squaresMap#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	squaresMap	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#name#$@$#PARAMETER	es.dagaren.gladiator.representation.Square	Square(int,java.lang.String)	name	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#Square(int,java.lang.String)#$@$#this#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getRank()#$@$#Rank.fromIndex#$@$#METHOD	es.dagaren.gladiator.representation.Rank	fromIndex(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Rank.java
es.dagaren.gladiator.representation.Square#$@$#getRank()#$@$#index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getFile()#$@$#File.fromIndex#$@$#METHOD	es.dagaren.gladiator.representation.File	fromIndex(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/File.java
es.dagaren.gladiator.representation.Square#$@$#getFile()#$@$#index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#Square.h8.index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#es.dagaren.gladiator.representation.Square.h8#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	h8	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#Square.a1.index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#es.dagaren.gladiator.representation.Square.a1#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	a1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#Square.fromIndex#$@$#METHOD	es.dagaren.gladiator.representation.Square	fromIndex(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getNext()#$@$#index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getPrevious()#$@$#index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getPrevious()#$@$#Square.a1.index#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
es.dagaren.gladiator.representation.Square#$@$#getPrevious()#$@$#es.dagaren.gladiator.representation.Square.a1#$@$#FIELD	es.dagaren.gladiator.representation.Square	null	a1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Square.java
