enc_class	enc_method	exp	kind	class	method	param	index	uri
com.strategy.api.interpreter.InterpreterManager#$@$#scheduleInterpreter(java.lang.Thread)#$@$#scheduler.scheduleWithFixedDelay#$@$#METHOD	java.util.concurrent.ScheduledExecutorService	scheduleWithFixedDelay(java.lang.Runnable,long,long,java.util.concurrent.TimeUnit)	null	null	null
com.strategy.util.Turn#$@$#Turn(com.strategy.util.RowConstant,int,com.strategy.util.StoneColor)#$@$#this.color#$@$#FIELD	com.strategy.util.Turn	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#Turn(com.strategy.util.RowConstant,int,com.strategy.util.StoneColor)#$@$#this#$@$#FIELD	com.strategy.util.Turn	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#Turn(com.strategy.util.RowConstant,int,com.strategy.util.StoneColor)#$@$#color#$@$#PARAMETER	com.strategy.util.Turn	Turn(com.strategy.util.RowConstant,int,com.strategy.util.StoneColor)	color	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#getColor()#$@$#color#$@$#FIELD	com.strategy.util.Turn	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#getCoord()#$@$#coord#$@$#FIELD	com.strategy.util.Turn	null	coord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#getCoordNumber()#$@$#coordNumber#$@$#FIELD	com.strategy.util.Turn	null	coordNumber	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#toString()#$@$#color.name().substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
com.strategy.util.Turn#$@$#toString()#$@$#color.name#$@$#METHOD	java.lang.Enum	name()	null	null	null
com.strategy.util.Turn#$@$#toString()#$@$#color#$@$#FIELD	com.strategy.util.Turn	null	color	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#toString()#$@$#coord#$@$#FIELD	com.strategy.util.Turn	null	coord	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.Turn#$@$#toString()#$@$#coordNumber#$@$#FIELD	com.strategy.util.Turn	null	coordNumber	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/Turn.java
com.strategy.util.PredictedMove#$@$#create(com.strategy.util.Turn,int,double)#$@$#turn#$@$#PARAMETER	com.strategy.util.PredictedMove	create(com.strategy.util.Turn,int,double)	turn	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(com.strategy.util.Turn,int,double)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.PredictedMove	create(com.strategy.util.Turn,int,double)	fieldIndex	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(com.strategy.util.Turn,int,double)#$@$#value#$@$#PARAMETER	com.strategy.util.PredictedMove	create(com.strategy.util.Turn,int,double)	value	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#RowConstant.parse#$@$#METHOD	com.strategy.util.RowConstant	parse(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	fieldIndex	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#boardSize#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	boardSize	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#RowConstant.parseToCoordNumber#$@$#METHOD	com.strategy.util.RowConstant	parseToCoordNumber(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	fieldIndex	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#boardSize#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	boardSize	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#color#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	color	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	fieldIndex	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#create(int,int,com.strategy.util.StoneColor,double)#$@$#value#$@$#PARAMETER	com.strategy.util.PredictedMove	create(int,int,com.strategy.util.StoneColor,double)	value	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#this.turn#$@$#FIELD	com.strategy.util.PredictedMove	null	turn	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#this#$@$#FIELD	com.strategy.util.PredictedMove	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#turn#$@$#PARAMETER	com.strategy.util.PredictedMove	PredictedMove(com.strategy.util.Turn,int,double)	turn	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#this.fieldIndex#$@$#FIELD	com.strategy.util.PredictedMove	null	fieldIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#this#$@$#FIELD	com.strategy.util.PredictedMove	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.PredictedMove	PredictedMove(com.strategy.util.Turn,int,double)	fieldIndex	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#this.value#$@$#FIELD	com.strategy.util.PredictedMove	null	value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#this#$@$#FIELD	com.strategy.util.PredictedMove	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#PredictedMove(com.strategy.util.Turn,int,double)#$@$#value#$@$#PARAMETER	com.strategy.util.PredictedMove	PredictedMove(com.strategy.util.Turn,int,double)	value	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#getFieldIndex()#$@$#fieldIndex#$@$#FIELD	com.strategy.util.PredictedMove	null	fieldIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#getTurn()#$@$#turn#$@$#FIELD	com.strategy.util.PredictedMove	null	turn	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#getValue()#$@$#value#$@$#FIELD	com.strategy.util.PredictedMove	null	value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.Object)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#turn#$@$#FIELD	com.strategy.util.PredictedMove	null	turn	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.String)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#com.strategy.util.PredictedMove.SEPARATOR#$@$#FIELD	com.strategy.util.PredictedMove	null	SEPARATOR	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(int)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#fieldIndex#$@$#FIELD	com.strategy.util.PredictedMove	null	fieldIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.String)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.String)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(double)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#value#$@$#FIELD	com.strategy.util.PredictedMove	null	value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.append#$@$#METHOD	java.lang.StringBuilder	append(java.lang.String)	null	null	null
com.strategy.util.PredictedMove#$@$#toString()#$@$#sb.toString#$@$#METHOD	java.lang.StringBuilder	toString()	null	null	null
com.strategy.util.PredictedMove#$@$#compareTo(com.strategy.util.PredictedMove)#$@$#Double.compare#$@$#METHOD	java.lang.Double	compare(double,double)	null	null	null
com.strategy.util.PredictedMove#$@$#compareTo(com.strategy.util.PredictedMove)#$@$#this.value#$@$#FIELD	com.strategy.util.PredictedMove	null	value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#compareTo(com.strategy.util.PredictedMove)#$@$#this#$@$#FIELD	com.strategy.util.PredictedMove	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#compareTo(com.strategy.util.PredictedMove)#$@$#o.value#$@$#FIELD	com.strategy.util.PredictedMove	null	value	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.PredictedMove#$@$#compareTo(com.strategy.util.PredictedMove)#$@$#o#$@$#PARAMETER	com.strategy.util.PredictedMove	compareTo(com.strategy.util.PredictedMove)	o	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/PredictedMove.java
com.strategy.util.RowConstant#$@$#RowConstant(int)#$@$#this.index#$@$#FIELD	com.strategy.util.RowConstant	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#RowConstant(int)#$@$#this#$@$#FIELD	com.strategy.util.RowConstant	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#RowConstant(int)#$@$#index#$@$#PARAMETER	com.strategy.util.RowConstant	RowConstant(int)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#getLetterIndex()#$@$#index#$@$#FIELD	com.strategy.util.RowConstant	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToLetterIndex(java.lang.String)#$@$#values#$@$#METHOD	com.strategy.util.RowConstant	values()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToLetterIndex(java.lang.String)#$@$#val.name().equalsIgnoreCase#$@$#METHOD	java.lang.String	equalsIgnoreCase(java.lang.String)	null	null	null
com.strategy.util.RowConstant#$@$#parseToLetterIndex(java.lang.String)#$@$#val.name#$@$#METHOD	java.lang.Enum	name()	null	null	null
com.strategy.util.RowConstant#$@$#parseToLetterIndex(java.lang.String)#$@$#s#$@$#PARAMETER	com.strategy.util.RowConstant	parseToLetterIndex(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToLetterIndex(java.lang.String)#$@$#val.getLetterIndex#$@$#METHOD	com.strategy.util.RowConstant	getLetterIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToConstant(java.lang.String)#$@$#values#$@$#METHOD	com.strategy.util.RowConstant	values()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToConstant(java.lang.String)#$@$#val.name().equalsIgnoreCase#$@$#METHOD	java.lang.String	equalsIgnoreCase(java.lang.String)	null	null	null
com.strategy.util.RowConstant#$@$#parseToConstant(java.lang.String)#$@$#val.name#$@$#METHOD	java.lang.Enum	name()	null	null	null
com.strategy.util.RowConstant#$@$#parseToConstant(java.lang.String)#$@$#s#$@$#PARAMETER	com.strategy.util.RowConstant	parseToConstant(java.lang.String)	s	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#getForLetterIndex(int)#$@$#values#$@$#METHOD	com.strategy.util.RowConstant	values()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#getForLetterIndex(int)#$@$#val.getLetterIndex#$@$#METHOD	com.strategy.util.RowConstant	getLetterIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#getForLetterIndex(int)#$@$#index#$@$#PARAMETER	com.strategy.util.RowConstant	getForLetterIndex(int)	index	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parse(int,int)#$@$#boardSize#$@$#PARAMETER	com.strategy.util.RowConstant	parse(int,int)	boardSize	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parse(int,int)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.RowConstant	parse(int,int)	fieldIndex	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parse(int,int)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.RowConstant	parse(int,int)	fieldIndex	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parse(int,int)#$@$#boardSize#$@$#PARAMETER	com.strategy.util.RowConstant	parse(int,int)	boardSize	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parse(int,int)#$@$#getForLetterIndex#$@$#METHOD	com.strategy.util.RowConstant	getForLetterIndex(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToCoordNumber(int,int)#$@$#boardSize#$@$#PARAMETER	com.strategy.util.RowConstant	parseToCoordNumber(int,int)	boardSize	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.util.RowConstant#$@$#parseToCoordNumber(int,int)#$@$#fieldIndex#$@$#PARAMETER	com.strategy.util.RowConstant	parseToCoordNumber(int,int)	fieldIndex	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
