enc_class	enc_method	exp	kind	class	method	param	index	uri
net.katsuster.ememu.ui.Main#$@$#usage(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#opts.getProxyHost#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	getProxyHost()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtHost.setPreferredSize#$@$#METHOD	javax.swing.JComponent	setPreferredSize(java.awt.Dimension)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#calcPreferredSize#$@$#METHOD	net.katsuster.ememu.ui.ProxyOptionPanel	calcPreferredSize(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtHost.setMinimumSize#$@$#METHOD	javax.swing.JComponent	setMinimumSize(java.awt.Dimension)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#calcPreferredSize#$@$#METHOD	net.katsuster.ememu.ui.ProxyOptionPanel	calcPreferredSize(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#Integer.toString#$@$#METHOD	java.lang.Integer	toString(int)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#opts.getProxyPort#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	getProxyPort()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtPort.setPreferredSize#$@$#METHOD	javax.swing.JComponent	setPreferredSize(java.awt.Dimension)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#calcPreferredSize#$@$#METHOD	net.katsuster.ememu.ui.ProxyOptionPanel	calcPreferredSize(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtPort.setMinimumSize#$@$#METHOD	javax.swing.JComponent	setMinimumSize(java.awt.Dimension)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#calcPreferredSize#$@$#METHOD	net.katsuster.ememu.ui.ProxyOptionPanel	calcPreferredSize(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#setLayout#$@$#METHOD	java.awt.Container	setLayout(java.awt.LayoutManager)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#GridBagLayoutHelper.add#$@$#METHOD	net.katsuster.ememu.ui.GridBagLayoutHelper	add(javax.swing.JPanel,java.awt.GridBagLayout,javax.swing.JComponent,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/GridBagLayoutHelper.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#this#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#chkSet#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	chkSet	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#GridBagLayoutHelper.add#$@$#METHOD	net.katsuster.ememu.ui.GridBagLayoutHelper	add(javax.swing.JPanel,java.awt.GridBagLayout,javax.swing.JComponent,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/GridBagLayoutHelper.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#this#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#javax.swing.SwingConstants.RIGHT#$@$#FIELD	javax.swing.SwingConstants	null	RIGHT	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#GridBagLayoutHelper.add#$@$#METHOD	net.katsuster.ememu.ui.GridBagLayoutHelper	add(javax.swing.JPanel,java.awt.GridBagLayout,javax.swing.JComponent,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/GridBagLayoutHelper.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#this#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#GridBagLayoutHelper.add#$@$#METHOD	net.katsuster.ememu.ui.GridBagLayoutHelper	add(javax.swing.JPanel,java.awt.GridBagLayout,javax.swing.JComponent,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/GridBagLayoutHelper.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#this#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#javax.swing.SwingConstants.RIGHT#$@$#FIELD	javax.swing.SwingConstants	null	RIGHT	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#GridBagLayoutHelper.add#$@$#METHOD	net.katsuster.ememu.ui.GridBagLayoutHelper	add(javax.swing.JPanel,java.awt.GridBagLayout,javax.swing.JComponent,int,int,int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/GridBagLayoutHelper.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#this#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#txtPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#setBorder#$@$#METHOD	javax.swing.JComponent	setBorder(javax.swing.border.Border)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#ProxyOptionPanel(net.katsuster.ememu.ui.ProxyOption)#$@$#BorderFactory.createTitledBorder#$@$#METHOD	javax.swing.BorderFactory	createTitledBorder(java.lang.String)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#getOption()#$@$#updateOption#$@$#METHOD	net.katsuster.ememu.ui.ProxyOptionPanel	updateOption()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#getOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#chkSet.isSelected#$@$#METHOD	javax.swing.AbstractButton	isSelected()	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#chkSet#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	chkSet	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.setProxyHost#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	setProxyHost(java.net.URI)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtHost.getText#$@$#METHOD	javax.swing.text.JTextComponent	getText()	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.setProxyPort#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	setProxyPort(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#Integer.valueOf#$@$#METHOD	java.lang.Integer	valueOf(java.lang.String)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtPort.getText#$@$#METHOD	javax.swing.text.JTextComponent	getText()	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.setProxyHost#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	setProxyHost(java.net.URI)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.setProxyPort#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	setProxyPort(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtHost.setText#$@$#METHOD	javax.swing.text.JTextComponent	setText(java.lang.String)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.getProxyHost().toString#$@$#METHOD	java.net.URI	toString()	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.getProxyHost#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	getProxyHost()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtPort.setText#$@$#METHOD	javax.swing.text.JTextComponent	setText(java.lang.String)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#txtPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	txtPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#Integer.toString#$@$#METHOD	java.lang.Integer	toString(int)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts.getProxyPort#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	getProxyPort()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#updateOption()#$@$#opts#$@$#FIELD	net.katsuster.ememu.ui.ProxyOptionPanel	null	opts	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#calcPreferredSize(int)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#calcPreferredSize(int)#$@$#Integer.toString#$@$#METHOD	java.lang.Integer	toString(int)	null	null	null
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#calcPreferredSize(int)#$@$#chars#$@$#PARAMETER	net.katsuster.ememu.ui.ProxyOptionPanel	calcPreferredSize(int)	chars	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOptionPanel.java
net.katsuster.ememu.ui.ProxyOptionPanel#$@$#calcPreferredSize(int)#$@$#tmpTxt.getPreferredSize#$@$#METHOD	javax.swing.JTextField	getPreferredSize()	null	null	null
net.katsuster.ememu.ui.ProxyOption#$@$#ProxyOption()#$@$#proxyHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOption	null	proxyHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#ProxyOption()#$@$#proxyPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOption	null	proxyPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#getProxyHost()#$@$#proxyHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOption	null	proxyHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#setProxyHost(java.net.URI)#$@$#proxyHost#$@$#FIELD	net.katsuster.ememu.ui.ProxyOption	null	proxyHost	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#setProxyHost(java.net.URI)#$@$#uri#$@$#PARAMETER	net.katsuster.ememu.ui.ProxyOption	setProxyHost(java.net.URI)	uri	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#setProxyHost(java.lang.String)#$@$#setProxyHost#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	setProxyHost(java.net.URI)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#setProxyHost(java.lang.String)#$@$#h#$@$#PARAMETER	net.katsuster.ememu.ui.ProxyOption	setProxyHost(java.lang.String)	h	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#setProxyHost(java.lang.String)#$@$#setProxyHost#$@$#METHOD	net.katsuster.ememu.ui.ProxyOption	setProxyHost(java.net.URI)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
net.katsuster.ememu.ui.ProxyOption#$@$#getProxyPort()#$@$#proxyPort#$@$#FIELD	net.katsuster.ememu.ui.ProxyOption	null	proxyPort	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/ui/ProxyOption.java
