enc_class	enc_method	exp	kind	class	method	param	index	uri
hugo.project.hospital.NeedleDevice#$@$#NeedleDevice(int)#$@$#initialAmount#$@$#PARAMETER	hugo.project.hospital.NeedleDevice	NeedleDevice(int)	initialAmount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/NeedleDevice.java
hugo.project.hospital.Hospital$Reception#$@$#getPatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#getPatientInfo#$@$#METHOD	hugo.project.hospital.Hospital$Reception	getPatientInfo(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#getPatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#p.getName#$@$#METHOD	hugo.project.hospital.Hospital$Patient	getName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#getPatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#p#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	getPatientInfo(hugo.project.hospital.Hospital.Patient)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)#$@$#register.insert#$@$#METHOD	hugo.util.structure.BinaryTree	insert(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/BinaryTree.java
hugo.project.hospital.Hospital$Reception#$@$#addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)#$@$#register#$@$#FIELD	hugo.project.hospital.Hospital$Reception	null	register	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)#$@$#p#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)#$@$#dep#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)	dep	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)#$@$#room#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	addPatientInfo(hugo.project.hospital.Hospital.Patient,hugo.project.hospital.Hospital.Department,hugo.project.hospital.Hospital.Department.Room)	room	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Reception.PatientInfo)#$@$#register.remove#$@$#METHOD	hugo.util.structure.BinaryTree	remove(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/BinaryTree.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Reception.PatientInfo)#$@$#register#$@$#FIELD	hugo.project.hospital.Hospital$Reception	null	register	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Reception.PatientInfo)#$@$#info#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	removePatientInfo(hugo.project.hospital.Hospital.Reception.PatientInfo)	info	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(java.lang.String)#$@$#register.remove#$@$#METHOD	hugo.util.structure.BinaryTree	remove(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/BinaryTree.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(java.lang.String)#$@$#register#$@$#FIELD	hugo.project.hospital.Hospital$Reception	null	register	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(java.lang.String)#$@$#getPatientInfo#$@$#METHOD	hugo.project.hospital.Hospital$Reception	getPatientInfo(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(java.lang.String)#$@$#name#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	removePatientInfo(java.lang.String)	name	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#register.remove#$@$#METHOD	hugo.util.structure.BinaryTree	remove(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/BinaryTree.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#register#$@$#FIELD	hugo.project.hospital.Hospital$Reception	null	register	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#getPatientInfo#$@$#METHOD	hugo.project.hospital.Hospital$Reception	getPatientInfo(hugo.project.hospital.Hospital.Patient)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#removePatientInfo(hugo.project.hospital.Hospital.Patient)#$@$#p#$@$#PARAMETER	hugo.project.hospital.Hospital$Reception	removePatientInfo(hugo.project.hospital.Hospital.Patient)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#register.DfsTraversalIterable#$@$#METHOD	hugo.util.structure.BinaryTree	DfsTraversalIterable()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/BinaryTree.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#register#$@$#FIELD	hugo.project.hospital.Hospital$Reception	null	register	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#info.getName#$@$#METHOD	hugo.project.hospital.Hospital$Reception$PatientInfo	getName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#info.getDepartment().getName#$@$#METHOD	hugo.project.hospital.Hospital$Department	getName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#info.getDepartment#$@$#METHOD	hugo.project.hospital.Hospital$Reception$PatientInfo	getDepartment()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#info.getRoom().getName#$@$#METHOD	hugo.project.hospital.Hospital$Department$Room	getName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#show()#$@$#info.getRoom#$@$#METHOD	hugo.project.hospital.Hospital$Reception$PatientInfo	getRoom()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Reception#$@$#toString()#$@$#show#$@$#METHOD	hugo.project.hospital.Hospital$Reception	show()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$Room#$@$#getRoomType()#$@$#roomType#$@$#FIELD	hugo.project.hospital.Hospital$Department$Room	null	roomType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#WaitingRoom(java.lang.String)#$@$#this.name#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#WaitingRoom(java.lang.String)#$@$#this#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#WaitingRoom(java.lang.String)#$@$#name#$@$#PARAMETER	hugo.project.hospital.Hospital$Department$WaitingRoom	WaitingRoom(java.lang.String)	name	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#WaitingRoom(java.lang.String)#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#WaitingRoom(java.lang.String)#$@$#this.roomType#$@$#FIELD	hugo.project.hospital.Hospital$Department$Room	null	roomType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#WaitingRoom(java.lang.String)#$@$#this#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#addWaitingPatient(hugo.project.hospital.Hospital.Patient)#$@$#waitingList.push#$@$#METHOD	hugo.util.structure.PriorityQueue	push(E,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/PriorityQueue.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#addWaitingPatient(hugo.project.hospital.Hospital.Patient)#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#addWaitingPatient(hugo.project.hospital.Hospital.Patient)#$@$#p#$@$#PARAMETER	hugo.project.hospital.Hospital$Department$WaitingRoom	addWaitingPatient(hugo.project.hospital.Hospital.Patient)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#addWaitingPatient(hugo.project.hospital.Hospital.Patient)#$@$#p.severity#$@$#FIELD	hugo.project.hospital.Hospital$Patient	null	severity	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#addWaitingPatient(hugo.project.hospital.Hospital.Patient)#$@$#p#$@$#PARAMETER	hugo.project.hospital.Hospital$Department$WaitingRoom	addWaitingPatient(hugo.project.hospital.Hospital.Patient)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#popWaitingPatient()#$@$#waitingList.pop#$@$#METHOD	hugo.util.structure.PriorityQueue	pop()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/PriorityQueue.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#popWaitingPatient()#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#noOneWaiting()#$@$#waitingList.empty#$@$#METHOD	hugo.util.structure.PriorityQueue	empty()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/PriorityQueue.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#noOneWaiting()#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#numberOfPeopleWaiting()#$@$#waitingList.size#$@$#METHOD	hugo.util.structure.PriorityQueue	size()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/PriorityQueue.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#numberOfPeopleWaiting()#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#getName()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#info()#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#info()#$@$#patient.toString#$@$#METHOD	hugo.project.hospital.Hospital$Patient	toString()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#info()#$@$#this.getName#$@$#METHOD	hugo.project.hospital.Hospital$Department$WaitingRoom	getName()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#info()#$@$#this#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#info()#$@$#numberOfPeopleWaiting#$@$#METHOD	hugo.project.hospital.Hospital$Department$WaitingRoom	numberOfPeopleWaiting()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#removePatient(hugo.project.hospital.Hospital.Patient)#$@$#waitingList.remove#$@$#METHOD	hugo.util.structure.PriorityQueue	remove(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/PriorityQueue.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#removePatient(hugo.project.hospital.Hospital.Patient)#$@$#waitingList#$@$#FIELD	hugo.project.hospital.Hospital$Department$WaitingRoom	null	waitingList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#removePatient(hugo.project.hospital.Hospital.Patient)#$@$#p#$@$#PARAMETER	hugo.project.hospital.Hospital$Department$WaitingRoom	removePatient(hugo.project.hospital.Hospital.Patient)	p	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$Department$WaitingRoom#$@$#toString()#$@$#info#$@$#METHOD	hugo.project.hospital.Hospital$Department$WaitingRoom	info()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
